"order_id","customer_name","city","state","order_date","total_unit","revenue","product_name","category_name","store_name","sale_rep"
310,"Deloris Larson","Duarte","CA","2016-07-12",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson","Duarte","CA","2016-07-12",2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson","Duarte","CA","2016-07-12",1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
310,"Deloris Larson","Duarte","CA","2016-07-12",2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
311,"Shayla Hart","Woodhaven","NY","2016-07-12",2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
311,"Shayla Hart","Woodhaven","NY","2016-07-12",2,858.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
312,"Jame Riggs","Bay Shore","NY","2016-07-13",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
312,"Jame Riggs","Bay Shore","NY","2016-07-13",2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
312,"Jame Riggs","Bay Shore","NY","2016-07-13",2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
313,"Dagny Owen","San Angelo","TX","2016-07-14",2,3098.0,"Surly Straggler - 2016","Cyclocross Bicycles","Rowlett Bikes","Layla Terrell"
313,"Dagny Owen","San Angelo","TX","2016-07-14",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Rowlett Bikes","Layla Terrell"
314,"Janie Herrera","Elmhurst","NY","2016-07-15",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
314,"Janie Herrera","Elmhurst","NY","2016-07-15",1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
314,"Janie Herrera","Elmhurst","NY","2016-07-15",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
314,"Janie Herrera","Elmhurst","NY","2016-07-15",2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
315,"Rufina Chandler","New Hyde Park","NY","2016-07-16",1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer"
315,"Rufina Chandler","New Hyde Park","NY","2016-07-16",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Marcelene Boyer"
316,"Shawnda Glover","Liverpool","NY","2016-07-17",2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
316,"Shawnda Glover","Liverpool","NY","2016-07-17",1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
316,"Shawnda Glover","Liverpool","NY","2016-07-17",1,429.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
316,"Shawnda Glover","Liverpool","NY","2016-07-17",1,449.0,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
316,"Shawnda Glover","Liverpool","NY","2016-07-17",2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
317,"Mariam Miranda","Franklin Square","NY","2016-07-17",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
317,"Mariam Miranda","Franklin Square","NY","2016-07-17",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
317,"Mariam Miranda","Franklin Square","NY","2016-07-17",1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
317,"Mariam Miranda","Franklin Square","NY","2016-07-17",1,1549.0,"Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
318,"Mallie Osborn","Newburgh","NY","2016-07-17",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
318,"Mallie Osborn","Newburgh","NY","2016-07-17",2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
318,"Mallie Osborn","Newburgh","NY","2016-07-17",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
319,"Danyell Dickerson","Central Islip","NY","2016-07-18",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
319,"Danyell Dickerson","Central Islip","NY","2016-07-18",1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
319,"Danyell Dickerson","Central Islip","NY","2016-07-18",2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
319,"Danyell Dickerson","Central Islip","NY","2016-07-18",1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer"
320,"Carola Johns","Santa Cruz","CA","2016-07-19",1,749.99,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
321,"Arcelia Vinson","West Islip","NY","2016-07-19",2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
321,"Arcelia Vinson","West Islip","NY","2016-07-19",2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
321,"Arcelia Vinson","West Islip","NY","2016-07-19",1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
321,"Arcelia Vinson","West Islip","NY","2016-07-19",2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
322,"Lea Irwin","New Windsor","NY","2016-07-19",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
322,"Lea Irwin","New Windsor","NY","2016-07-19",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
323,"Heide Reed","Floral Park","NY","2016-07-19",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
323,"Heide Reed","Floral Park","NY","2016-07-19",2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
324,"Garland Weaver","Amsterdam","NY","2016-07-20",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
324,"Garland Weaver","Amsterdam","NY","2016-07-20",1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
324,"Garland Weaver","Amsterdam","NY","2016-07-20",1,429.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
324,"Garland Weaver","Amsterdam","NY","2016-07-20",1,449.0,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
324,"Garland Weaver","Amsterdam","NY","2016-07-20",2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
325,"Ernestina Skinner","Elmhurst","NY","2016-07-20",1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
325,"Ernestina Skinner","Elmhurst","NY","2016-07-20",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
325,"Ernestina Skinner","Elmhurst","NY","2016-07-20",1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
326,"Bernetta Summers","Longview","TX","2016-07-20",1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Rowlett Bikes","Layla Terrell"
326,"Bernetta Summers","Longview","TX","2016-07-20",1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
327,"Tiesha Daniel","Scarsdale","NY","2016-07-21",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
327,"Tiesha Daniel","Scarsdale","NY","2016-07-21",2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
327,"Tiesha Daniel","Scarsdale","NY","2016-07-21",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
328,"Angele Schroeder","New City","NY","2016-07-23",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw","Hopewell Junction","NY","2016-07-24",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw","Hopewell Junction","NY","2016-07-24",1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw","Hopewell Junction","NY","2016-07-24",2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw","Hopewell Junction","NY","2016-07-24",1,429.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw","Hopewell Junction","NY","2016-07-24",2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
330,"Gabriel Pitts","Clifton Park","NY","2016-07-24",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
331,"Yang Roth","Webster","NY","2016-07-24",2,858.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
332,"Antonetta Rocha","Port Chester","NY","2016-07-24",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
333,"Major Merrill","Astoria","NY","2016-07-25",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
333,"Major Merrill","Astoria","NY","2016-07-25",1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
333,"Major Merrill","Astoria","NY","2016-07-25",2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
334,"Hollis Rasmussen","Massapequa","NY","2016-07-25",2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
334,"Hollis Rasmussen","Massapequa","NY","2016-07-25",2,1999.98,"Surly Wednesday Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
334,"Hollis Rasmussen","Massapequa","NY","2016-07-25",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
335,"Phebe Soto","South Ozone Park","NY","2016-07-25",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
335,"Phebe Soto","South Ozone Park","NY","2016-07-25",2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
335,"Phebe Soto","South Ozone Park","NY","2016-07-25",1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
336,"Saran Moses","Brooklyn","NY","2016-07-26",1,549.99,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
336,"Saran Moses","Brooklyn","NY","2016-07-26",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
337,"Adriene Rollins","Plainview","NY","2016-07-26",1,449.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
337,"Adriene Rollins","Plainview","NY","2016-07-26",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
338,"Omega Huff","Santa Monica","CA","2016-07-28",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica","CA","2016-07-28",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica","CA","2016-07-28",1,1549.0,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica","CA","2016-07-28",2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
338,"Omega Huff","Santa Monica","CA","2016-07-28",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
339,"Shirely Cantrell","West Hempstead","NY","2016-07-28",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
339,"Shirely Cantrell","West Hempstead","NY","2016-07-28",2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
340,"Anisha Lang","Rome","NY","2016-07-29",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
340,"Anisha Lang","Rome","NY","2016-07-29",1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
340,"Anisha Lang","Rome","NY","2016-07-29",2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
340,"Anisha Lang","Rome","NY","2016-07-29",2,3098.0,"Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
340,"Anisha Lang","Rome","NY","2016-07-29",1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
341,"Karren Lamb","Fresno","CA","2016-07-31",2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
342,"Reyes Merritt","Staten Island","NY","2016-07-31",1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
342,"Reyes Merritt","Staten Island","NY","2016-07-31",2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
342,"Reyes Merritt","Staten Island","NY","2016-07-31",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
343,"Iva Wilcox","Kingston","NY","2016-07-31",1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
343,"Iva Wilcox","Kingston","NY","2016-07-31",2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
343,"Iva Wilcox","Kingston","NY","2016-07-31",2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
343,"Iva Wilcox","Kingston","NY","2016-07-31",1,1549.0,"Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
344,"Romaine Salazar","Monsey","NY","2016-08-01",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
344,"Romaine Salazar","Monsey","NY","2016-08-01",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
344,"Romaine Salazar","Monsey","NY","2016-08-01",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
345,"Shauna Edwards","Yorktown Heights","NY","2016-08-01",2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
345,"Shauna Edwards","Yorktown Heights","NY","2016-08-01",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
346,"Lynne Anderson","El Paso","TX","2016-08-01",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Layla Terrell"
346,"Lynne Anderson","El Paso","TX","2016-08-01",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
346,"Lynne Anderson","El Paso","TX","2016-08-01",1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Rowlett Bikes","Layla Terrell"
346,"Lynne Anderson","El Paso","TX","2016-08-01",1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
346,"Lynne Anderson","El Paso","TX","2016-08-01",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
347,"Jerald Blackwell","East Elmhurst","NY","2016-08-02",1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
348,"Daina Sampson","Longview","TX","2016-08-02",2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
348,"Daina Sampson","Longview","TX","2016-08-02",2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes","Rowlett Bikes","Layla Terrell"
349,"Jamaal Albert","Torrance","CA","2016-08-03",2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway","Oakland","CA","2016-08-03",1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway","Oakland","CA","2016-08-03",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
350,"Williemae Holloway","Oakland","CA","2016-08-03",1,999.99,"Surly Wednesday Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
351,"Cinda Rocha","Los Banos","CA","2016-08-03",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos","CA","2016-08-03",2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos","CA","2016-08-03",1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
351,"Cinda Rocha","Los Banos","CA","2016-08-03",2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
352,"Emmitt Sanchez","New York","NY","2016-08-03",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
352,"Emmitt Sanchez","New York","NY","2016-08-03",1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
353,"Phylicia Stout","Canandaigua","NY","2016-08-03",2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
354,"Jenine Crane","Fort Worth","TX","2016-08-03",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Kali Vargas"
354,"Jenine Crane","Fort Worth","TX","2016-08-03",1,449.0,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
355,"Sebrina Gross","Garland","TX","2016-08-03",2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
355,"Sebrina Gross","Garland","TX","2016-08-03",1,599.99,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
356,"Sheila Goodman","Uniondale","NY","2016-08-04",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
356,"Sheila Goodman","Uniondale","NY","2016-08-04",2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer"
356,"Sheila Goodman","Uniondale","NY","2016-08-04",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
357,"Garry Espinoza","Forney","TX","2016-08-05",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza","Forney","TX","2016-08-05",1,549.99,"Electra Townie Original 21D - 2016","Comfort Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza","Forney","TX","2016-08-05",2,858.0,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza","Forney","TX","2016-08-05",1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Rowlett Bikes","Kali Vargas"
358,"Larissa Hays","Elmont","NY","2016-08-05",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
358,"Larissa Hays","Elmont","NY","2016-08-05",2,898.0,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
358,"Larissa Hays","Elmont","NY","2016-08-05",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
358,"Larissa Hays","Elmont","NY","2016-08-05",2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
359,"Dorthea Walker","Port Washington","NY","2016-08-07",2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
359,"Dorthea Walker","Port Washington","NY","2016-08-07",2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Baldwin Bikes","Venita Daniel"
359,"Dorthea Walker","Port Washington","NY","2016-08-07",2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
360,"Clorinda Donovan","Jamestown","NY","2016-08-07",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer"
360,"Clorinda Donovan","Jamestown","NY","2016-08-07",1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
360,"Clorinda Donovan","Jamestown","NY","2016-08-07",1,599.99,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
360,"Clorinda Donovan","Jamestown","NY","2016-08-07",2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
361,"Demarcus Reese","Yorktown Heights","NY","2016-08-08",2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
361,"Demarcus Reese","Yorktown Heights","NY","2016-08-08",2,939.98,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer"
361,"Demarcus Reese","Yorktown Heights","NY","2016-08-08",1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer"
362,"Hedwig Paul","Apple Valley","CA","2016-08-09",1,749.99,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
363,"Brain Skinner","Euless","TX","2016-08-11",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Kali Vargas"
363,"Brain Skinner","Euless","TX","2016-08-11",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
363,"Brain Skinner","Euless","TX","2016-08-11",1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
363,"Brain Skinner","Euless","TX","2016-08-11",1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Rowlett Bikes","Kali Vargas"
364,"Mariette Trevino","Utica","NY","2016-08-12",2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
365,"Christel Cardenas","Long Beach","NY","2016-08-13",2,1099.98,"Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer"
366,"Arielle Levine","Garland","TX","2016-08-13",1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Rowlett Bikes","Layla Terrell"
366,"Arielle Levine","Garland","TX","2016-08-13",2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Rowlett Bikes","Layla Terrell"
366,"Arielle Levine","Garland","TX","2016-08-13",1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Rowlett Bikes","Layla Terrell"
367,"Afton Juarez","Coram","NY","2016-08-14",1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
367,"Afton Juarez","Coram","NY","2016-08-14",2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel"
367,"Afton Juarez","Coram","NY","2016-08-14",2,3098.0,"Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
368,"Amina Salazar","Canandaigua","NY","2016-08-14",2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Baldwin Bikes","Venita Daniel"
368,"Amina Salazar","Canandaigua","NY","2016-08-14",1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel"
368,"Amina Salazar","Canandaigua","NY","2016-08-14",1,449.0,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel"
368,"Amina Salazar","Canandaigua","NY","2016-08-14",2,3098.0,"Surly Straggler - 2016","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel"
